Accession,Description,Peptides,39383 WASH 1,39384 WASH 2,39385 WASH 3,39386 Control 1,39387 Control 2,39388 Control 3,39389 QC Pool 1,39389 QC Pool 2,39389 QC Pool 3
Q99PV0,Pre-mRNA-processing-splicing factor 8 OS=Mus musculus OX=10090 GN=Prpf8 PE=1 SV=2,4,21788548,18199397.5,15395309.5,17902212,17308668.5,6471861.75,17646980.75,17038821.75,27214163
Q9CPQ8,"ATP synthase subunit g, mitochondrial OS=Mus musculus OX=10090 GN=Atp5l PE=1 SV=1",4,159340223.5,173265657,156577060,143608608.5,217009598,168847221,188674254.1,206436365.5,183561483
Q9CPR4,60S ribosomal protein L17 OS=Mus musculus OX=10090 GN=Rpl17 PE=1 SV=3,3,34365038,30103345,19196600.5,29124253,35727823,18494611.5,27749883,26825965.5,30371685
Q9CPS6,Histidine triad nucleotide-binding protein 3 OS=Mus musculus OX=10090 GN=Hint3 PE=1 SV=1,2,24818857,15851367,7986278.5,10433663.5,12034171.5,11410010.5,12869446,15081583.5,7648233
Q9CPT4,Myeloid-derived growth factor OS=Mus musculus OX=10090 GN=Mydgf PE=1 SV=1,2,43044961,42648417.25,17678034.25,42642114.75,50412185.5,34192306.5,35006452.5,33769426.25,38369674.5
Q9CPU0,Lactoylglutathione lyase OS=Mus musculus OX=10090 GN=Glo1 PE=1 SV=3,11,482250331,352376335.5,253605033,130650840,104471618,132474930.5,202100104.1,218316921.1,215046270.6
Q9CPU4,Microsomal glutathione S-transferase 3 OS=Mus musculus OX=10090 GN=Mgst3 PE=1 SV=1,2,53341088,32593910,22611774,43213062,30640453,36641800,35939316,32854948,34550882
Q9CPV4,Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1,6,146330692,118787254,59889117.25,86220124.5,93731865.5,72922212.75,102105308,97119792,108121380
Q9CPW0,Contactin-associated protein-like 2 OS=Mus musculus OX=10090 GN=Cntnap2 PE=1 SV=2,17,359165217,298365327.5,274641494.8,361919628,357719755.5,301001638.5,319568378,322250620,314317018.5
Q9CPW4,Actin-related protein 2/3 complex subunit 5 OS=Mus musculus OX=10090 GN=Arpc5 PE=1 SV=3,7,631164017,475316386,366436075,121214727,85864687,24948061,296404987,261208916,267266178
Q9CPX6,Ubiquitin-like-conjugating enzyme ATG3 OS=Mus musculus OX=10090 GN=Atg3 PE=1 SV=1,6,82670676.25,49724219.5,24882730.5,53674015.75,65827051.5,46981498.5,48877024.25,46759393.5,62060587.75
Q9CPY7,Cytosol aminopeptidase OS=Mus musculus OX=10090 GN=Lap3 PE=1 SV=3,8,101865173,83813081,56265637.5,73607496.5,62128314.5,64368918,71957547.5,55420021.5,73146394.5
Q9CQ26,STAM-binding protein OS=Mus musculus OX=10090 GN=Stambp PE=1 SV=1,2,13662794.5,14841083.5,10232402.75,11644213,10712719.25,9167087.5,10707426.5,13057903.5,13399764
Q9CQ60,6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1,5,93454706,98758534,112214115.5,75056934,87796985,68366672,83623595,90396419,88006943
Q9CQ62,"2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus OX=10090 GN=Decr1 PE=1 SV=1",6,191758131.5,216164131,229848177.3,225690465,118288037.3,435689707.5,192212228.5,193255969,190785181
Q9CQ65,S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1,6,133485942,103555842,227765494.3,86889780,103072481,82958796,133270261,114276922.5,120363079
Q9CQ80,Vacuolar protein-sorting-associated protein 25 OS=Mus musculus OX=10090 GN=Vps25 PE=1 SV=1,8,237281657,158344544.5,118359192.3,1942724,33349680.25,0,69443973.75,68580239.5,50988563.75
Q9CQ85,Mitochondrial import inner membrane translocase subunit Tim22 OS=Mus musculus OX=10090 GN=Timm22 PE=1 SV=1,2,0,6835753.5,12081655,5199881,6958452.5,5778072.5,6310033.5,5558607,4521515
Q9CQ92,Mitochondrial fission 1 protein OS=Mus musculus OX=10090 GN=Fis1 PE=1 SV=1,2,9127785.5,11663569.5,8489438.25,12725089.5,7359649.5,6286206.5,9669386,9397130.25,11050130.5
Q9CQA1,Trafficking protein particle complex subunit 5 OS=Mus musculus OX=10090 GN=Trappc5 PE=1 SV=1,2,22694206,21204057,5253286.5,9394241.5,3300521.25,2485039.25,6457943,6034074,12379996
Q9CQA3,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhb PE=1 SV=1",12,485069910,432026282,344015870.8,375365840,394348190,327722340.5,402589972.5,392624118.5,382645705
Q9CQC6,Basic leucine zipper and W2 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Bzw1 PE=1 SV=1,2,3611128.438,3466992.75,2375902.25,0,0,1523067.5,4499879,8142760.75,8681500.625
Q9CQC9,GTP-binding protein SAR1b OS=Mus musculus OX=10090 GN=Sar1b PE=1 SV=1,4,232280919.5,193208344,142003715.3,184506558,152256176,155824527.5,155187782,175798276,130659346
Q9CQD1,Ras-related protein Rab-5A OS=Mus musculus OX=10090 GN=Rab5a PE=1 SV=1,5,179715618,165942546,92147743,154765422,180536064,134103826,181981136,145343962,151468466
Q9CQE1,Protein NipSnap homolog 3B OS=Mus musculus OX=10090 GN=Nipsnap3b PE=1 SV=1,3,41706277,40549035,35337381.5,34669344,40139154,30944034.5,36432255.5,41384572,37885044
Q9CQF3,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus OX=10090 GN=Nudt21 PE=1 SV=1,2,8390588,11814046.5,2828813.5,3620866,4212964.5,6124476.5,10189285,8673361.25,10876989.5
Q9CQF4,Uncharacterized protein C6orf203 homolog OS=Mus musculus OX=10090 PE=1 SV=1,2,101613936,53873714,48565369,0,0,0,20247003,96572354,29998570
Q9CQF9,Prenylcysteine oxidase OS=Mus musculus OX=10090 GN=Pcyox1 PE=1 SV=1,9,82217184,70219803.25,58918105,79170101.75,91818264.25,85030476,54494044.5,81367663.75,88155865.75
Q9CQH7,Transcription factor BTF3 homolog 4 OS=Mus musculus OX=10090 GN=Btf3l4 PE=1 SV=1,2,19976682.5,26528446,15191769,4881953.5,4086688,0,8767616,5841215.5,11955175
Q9CQI3,Glia maturation factor beta OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=3,6,254384762,273372164,222669744.5,264111632.5,343719620,236134666,252208876,268357309,272746880.5
Q9CQI6,Coactosin-like protein OS=Mus musculus OX=10090 GN=Cotl1 PE=1 SV=3,9,364828349,312622327,176302963.5,296890857.5,288959975,250172003,263693387,263132157.5,259125436
Q9CQJ6,Density-regulated protein OS=Mus musculus OX=10090 GN=Denr PE=1 SV=1,2,20584756,22808898.5,8138369,18211280,16533537.75,17106410.75,18837365.75,12058634.75,14436060
Q9CQM5,Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1,1,13697129,12132750,10453059,12216250,15032970,11099808,13484076,11184574,13127937
Q9CQM9,Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1,5,101919704,85665215.5,45300479.25,59336611.5,62193898,33665505.5,59437702,56968685.5,67630289
Q9CQN1,"Heat shock protein 75 kDa, mitochondrial OS=Mus musculus OX=10090 GN=Trap1 PE=1 SV=1",14,264621486,242056068.8,183938566.3,212571812.3,192752458.3,139624967.5,195138110,210496142.5,203184845.5
Q9CQQ7,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1 PE=1 SV=1",11,730192329,614610268.3,570531219,569352699.8,654683156,526405511.8,594820097,598473312.5,577894938.8
Q9CQR2,40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1,2,25593697.5,33063272.5,28033937,28311292.5,41574468,25923787,28860058.5,32616540,31276786.5
Q9CQR4,Acyl-coenzyme A thioesterase 13 OS=Mus musculus OX=10090 GN=Acot13 PE=1 SV=1,2,47959124,43080368,30704115,39514672,41661418,26515021.5,36565205,32972564,34918665.5
Q9CQR6,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp6c PE=1 SV=1,6,138435071,116627192.5,131948995.5,116576122.5,126324439.5,110681858.3,116580757.8,115843764.5,133585705
Q9CQS4,Solute carrier family 25 member 46 OS=Mus musculus OX=10090 GN=Slc25a46 PE=1 SV=1,4,76884717,57380993,44066656.5,59376937.5,66306218,55240887,61834087.5,57561766.5,54684743
Q9CQS8,Protein transport protein Sec61 subunit beta OS=Mus musculus OX=10090 GN=Sec61b PE=1 SV=3,2,46152866,48435930,38255588,43419422,46418650,38855768,44808574,44641502,46945738
Q9CQU3,Protein RER1 OS=Mus musculus OX=10090 GN=Rer1 PE=1 SV=1,1,23558416,19115364,13253938,21176290,27736062,16848104,19164402,19632298,19029138
Q9CQV8,14-3-3 protein beta/alpha OS=Mus musculus OX=10090 GN=Ywhab PE=1 SV=3,15,1055617145,960722937.3,854781326.3,948580299.5,987288354.3,749472324.8,856589235.1,914283166.5,896595115.9
Q9CQW1,Synaptobrevin homolog YKT6 OS=Mus musculus OX=10090 GN=Ykt6 PE=1 SV=1,3,61653469,45599087,26883524.75,28384259.5,48200882,43004856,56060728,73818690,47534131
Q9CQW2,ADP-ribosylation factor-like protein 8B OS=Mus musculus OX=10090 GN=Arl8b PE=1 SV=1,9,566707271.5,475807383,351378099.5,455958679.3,670076344.5,412880138.3,459232791.5,463511216,516114243
Q9CQX2,Cytochrome b5 type B OS=Mus musculus OX=10090 GN=Cyb5b PE=1 SV=1,5,349661284.5,376108172.5,258482714,370641601,500555672,329240454.5,381651997,356187331,346789891.5
Q9CQX8,"28S ribosomal protein S36, mitochondrial OS=Mus musculus OX=10090 GN=Mrps36 PE=1 SV=1",7,481308811.5,451267855,349584687.5,22948616,19732797.75,17193649.5,184976235.5,205334296.3,199790771
Q9CR00,26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1,1,12091568,7208061,8048742,0,0,4784377,0,0,8078405.5
Q9CR09,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Mus musculus OX=10090 GN=Ufc1 PE=1 SV=1,2,18348973.5,20688244.5,18098118,18321268,8413347,16054854.5,16838126,9028638,17207304.5
Q9CR16,Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus OX=10090 GN=Ppid PE=1 SV=3,8,127109858,87591697,47585102.5,78515967.5,86320301.5,55672471,65120739.5,40432069.5,66045121.5
Q9CR26,Vacuolar protein sorting-associated protein VTA1 homolog OS=Mus musculus OX=10090 GN=Vta1 PE=1 SV=1,4,110008950,107178093,65101159.5,97110345,103288381,101238413.5,94824956,107151562,79918198
Q9CR27,WASH complex subunit 3 OS=Mus musculus OX=10090 GN=Washc3 PE=1 SV=1,7,581780505,350251006,199363425,8279378.5,0,0,149342567.5,136264034,152039138.5
Q9CR39,WD repeat domain phosphoinositide-interacting protein 3 OS=Mus musculus OX=10090 GN=Wdr45b PE=1 SV=2,1,15575104,9276573,10571384,10476706,9673319,8426715,9225292,13346977,8603634
Q9CR56,NF-kappa-B inhibitor-interacting Ras-like protein 2 OS=Mus musculus OX=10090 GN=Nkiras2 PE=1 SV=1,1,3593375,3871897,2938402.5,3080923.25,2971018,0,0,2499882.25,4275508
Q9CR57,60S ribosomal protein L14 OS=Mus musculus OX=10090 GN=Rpl14 PE=1 SV=3,1,12390622,12853411,7830110,4184338.25,10599328,6739515,10927912,7035822,6382462.5
Q9CR60,Vesicle transport protein GOT1B OS=Mus musculus OX=10090 GN=Golt1b PE=1 SV=1,2,6912537.5,12779757.5,11898137,18272840,19661373.5,8216323,3550462,9607331.5,12062175.5
Q9CR62,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus OX=10090 GN=Slc25a11 PE=1 SV=3,11,409434284.8,323520629.3,265239339.3,350947347,319983372,257250977.5,320620355.8,293268751.5,297710576.8
Q9CR67,Transmembrane protein 33 OS=Mus musculus OX=10090 GN=Tmem33 PE=1 SV=1,3,102989266,63720478,40749443,80366135,51373478,63346638,64066156,62099531,66782180
Q9CR68,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrfs1 PE=1 SV=1",9,404163767,401947104.5,304101442.3,195252449.3,336066489,337687930,342616436.8,327542933.8,329896808
Q9CR86,Calcium-regulated heat stable protein 1 OS=Mus musculus OX=10090 GN=Carhsp1 PE=1 SV=1,3,52635782,48714340,15294526.25,47875002,46869067,38811415,38315418.5,46339972,40072306
Q9CR95,Adaptin ear-binding coat-associated protein 1 OS=Mus musculus OX=10090 GN=Necap1 PE=1 SV=2,4,271297930,226618800,179140015,170669159,185742373,155548171,191171150,198994238,193125878
Q9CRA9,FGFR1 oncogene partner 2 homolog OS=Mus musculus OX=10090 GN=Fgfr1op2 PE=1 SV=1,5,75666246,38780138,47143275.5,0,0,0,23897876.75,10818671.5,12241897
Q9CRB6,Tubulin polymerization-promoting protein family member 3 OS=Mus musculus OX=10090 GN=Tppp3 PE=1 SV=1,7,315410024.1,283031239.8,198401670.8,14323052,37068711,39686703.5,148980263.7,137176659.6,157227580
Q9CRB9,MICOS complex subunit Mic19 OS=Mus musculus OX=10090 GN=Chchd3 PE=1 SV=1,1,40040140,32367444,11595980,7515668,4479624,3971832.25,14764373,12847538,14010847
Q9CRC8,Leucine-rich repeat-containing protein 40 OS=Mus musculus OX=10090 GN=Lrrc40 PE=1 SV=2,1,7237572,5375500,2908382.75,3684062.25,3874776.75,3438686.5,3649171.75,4433284,3335817.75
Q9CRD0,OCIA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ociad1 PE=1 SV=1,3,29944479.5,30155934,18108421.75,3012320.5,5744679.5,0,14095126.75,5539619.75,11862417.5
Q9CRY7,Lysophospholipase D GDPD1 OS=Mus musculus OX=10090 GN=Gdpd1 PE=1 SV=1,4,65913137,71762292,60840963,66764184,71497321,64497994,77446558,76057365,71086580
Q9CS84,Neurexin-1 OS=Mus musculus OX=10090 GN=Nrxn1 PE=1 SV=3,22,314227052.5,283157845.5,214925172.5,328132670,362118274.5,337228713.5,363844610.5,352275054,338459618.5
Q9CT10,Ran-binding protein 3 OS=Mus musculus OX=10090 GN=Ranbp3 PE=1 SV=2,3,18121830,26684300.38,17760101,22074987.5,27287121,23239844.25,20027395.63,15537868.5,18406674
Q9CTY5,"Calcium uptake protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Micu3 PE=2 SV=2",4,25701417,16866376.5,16353988,27910186.5,17806577.25,18505565,21702112.5,19900469,16542981.75
Q9CVB6,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus OX=10090 GN=Arpc2 PE=1 SV=3,15,878994082.3,736045706.5,452618710.3,578034887.5,629579490,522665149.5,569787257,593720122.5,564921918.5
Q9CWE0,Mitochondrial fission regulator 1-like OS=Mus musculus OX=10090 GN=Mtfr1l PE=1 SV=1,2,11351199.13,8349352,7335905,3106673.5,3134093.5,890153.5,6761727.875,6559811.375,1782953.625
Q9CWF2,Tubulin beta-2B chain OS=Mus musculus OX=10090 GN=Tubb2b PE=1 SV=1,4,1966703341,1946285469,2036517834,1881662956,1953361338,1761150259,1844608380,1836546580,1918463247
Q9CWG8,"Protein arginine methyltransferase NDUFAF7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf7 PE=1 SV=4",1,5710782,8428771,6841756.5,1467433.25,5115387,0,0,4600501.5,2525806.25
Q9CWJ9,Bifunctional purine biosynthesis protein PURH OS=Mus musculus OX=10090 GN=Atic PE=1 SV=2,11,335245509.5,351344554,242677238.5,227422391,283983165.3,251282080,301279595.5,445784872,242269328.5
Q9CWK8,Sorting nexin-2 OS=Mus musculus OX=10090 GN=Snx2 PE=1 SV=2,5,92853351.5,42321759,30187202,12340683.25,3544829.75,9256739,20732046.5,19039180,16757890.75
Q9CWN7,CCR4-NOT transcription complex subunit 11 OS=Mus musculus OX=10090 GN=Cnot11 PE=1 SV=1,1,14214781,0,6206538,0,0,0,0,0,0
Q9CWQ0,Diphthine methyl ester synthase OS=Mus musculus OX=10090 GN=Dph5 PE=1 SV=2,1,11473635,10389135,7491589,19381040,21816020,1833176,15471265,9213502,9538624
Q9CWS0,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Mus musculus OX=10090 GN=Ddah1 PE=1 SV=3",11,527189881,430151786,251546610,443062021.5,456579203.5,340285090.5,434076806,399667088,416010515.8
Q9CWZ7,Gamma-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napg PE=1 SV=1,17,1010930244,720657324,619249397.8,422231095.8,478819583.5,366717985.5,529010424.5,557334480,511726465.5
Q9CX00,IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1,10,938963735,576878272.5,433462987.3,36685828,19338651,2462122.25,281305026.4,294883944.5,316533758.5
Q9CX34,Protein SGT1 homolog OS=Mus musculus OX=10090 GN=Sugt1 PE=1 SV=3,7,202888872.5,174723023,114999430,139018735,123839825,106908259.8,154225261.3,152829996.3,139483940
Q9CX56,26S proteasome non-ATPase regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmd8 PE=1 SV=2,9,232108741.5,158790483,121502161,118986388.5,127920327,86942766.75,95681936.5,129037881.5,119767734
Q9CX86,Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 GN=Hnrnpa0 PE=1 SV=1,8,120324747.8,126067682,127545605.8,102870844,143143483.3,98309189,105526474.5,124809865,125800048.3
Q9CXJ4,"ATP-binding cassette sub-family B member 8, mitochondrial OS=Mus musculus OX=10090 GN=Abcb8 PE=1 SV=1",1,5380628.5,4475418.5,3855486.75,4274788.5,4236444.5,3764046.25,2550115,4837597,4707017.5
Q9CXR1,Dehydrogenase/reductase SDR family member 7 OS=Mus musculus OX=10090 GN=Dhrs7 PE=1 SV=2,2,25566821,16174670.25,10800265.75,17275874,12297690,12264488,15207467,15825719,14588994.5
Q9CXS4,Centromere protein V OS=Mus musculus OX=10090 GN=Cenpv PE=1 SV=2,5,89529891,76643116,61463545,77704009,76188850.5,51197873,71482647,69582929,74469489.5
Q9CXT8,Mitochondrial-processing peptidase subunit beta OS=Mus musculus OX=10090 GN=Pmpcb PE=1 SV=1,6,72627242.5,72667597.88,54074974.5,69390141,59060734.5,53397538,56193279.75,55841945.25,58274433
Q9CXV1,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhd PE=1 SV=2",3,91050745.5,69779199.5,58509546,82503582,80709272,80967870.5,76826914,80374611,69533647
Q9CXW3,Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1,14,268189927,202224160.5,148135605,244933875.5,228015424.5,165751906,197241641,188428691.5,203963413
Q9CXW4,60S ribosomal protein L11 OS=Mus musculus OX=10090 GN=Rpl11 PE=1 SV=4,3,139651473,123672232.5,97192519,79785320,92998569.75,84948600,103781381.5,94655331.5,99946070.5
Q9CXX9,CUE domain-containing protein 2 OS=Mus musculus OX=10090 GN=Cuedc2 PE=1 SV=1,1,7770251,6839497.5,9858799,0,0,0,4166597.75,0,4335990
Q9CXY6,Interleukin enhancer-binding factor 2 OS=Mus musculus OX=10090 GN=Ilf2 PE=1 SV=1,5,81525815.5,67735921,59625252.5,58119734,50715378.5,38132268,59448545,56547819,64705722
Q9CXY9,GPI-anchor transamidase OS=Mus musculus OX=10090 GN=Pigk PE=1 SV=2,2,14901494.5,10128296,9684533.5,11743430.75,4427887.5,2221961.5,3598541.25,11243698.25,5003153
Q9CY16,"28S ribosomal protein S28, mitochondrial OS=Mus musculus OX=10090 GN=Mrps28 PE=1 SV=1",5,161481802,191040975.8,152142650,30916619,27369629.25,9125519,85365835.5,96635861,69872083
Q9CY27,Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1,7,133678828,101026028.5,83119586,117986663.3,123336531,83067145.75,102893092.5,98655130,108890338.5
Q9CY58,Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus OX=10090 GN=Serbp1 PE=1 SV=2,2,37772344,33891087,16825646.5,9912876,12691458.5,8170765,25249899.5,17665182.5,23132176.5
Q9CY64,Biliverdin reductase A OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=1,4,91082045,37350196,51914690,43165923.75,43173623.5,45068672,41003081,48744619,48067079
Q9CYH2,Redox-regulatory protein FAM213A OS=Mus musculus OX=10090 GN=Fam213a PE=1 SV=2,5,242155145.5,216462064,179359369.5,304047557.5,342193170.5,235993719.5,232201566.5,140031108,113946384
Q9CYI0,Protein Njmu-R1 OS=Mus musculus OX=10090 PE=1 SV=2,1,6516123.5,5849035.5,2740553,3320433.75,5484259.5,4970947.5,11890567,4967305.5,4741397
Q9CYN2,Signal peptidase complex subunit 2 OS=Mus musculus OX=10090 GN=Spcs2 PE=1 SV=1,2,41778286,44634073,5884351,63073556,76798176,50681520,47462845,40120710,55215890
Q9CYR0,"Single-stranded DNA-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1",3,63211993,59254554.25,46953086,0,0,4468169,30460162.25,22530360,30625529
Q9CYR6,Phosphoacetylglucosamine mutase OS=Mus musculus OX=10090 GN=Pgm3 PE=1 SV=1,6,84148564,74473578.5,68602444.75,77736637.5,95124168,72676604,79479707,81002065.5,84958248.5
Q9CYT6,Adenylyl cyclase-associated protein 2 OS=Mus musculus OX=10090 GN=Cap2 PE=1 SV=1,14,448757439,370940511,296658044.5,407023256,297449331,366552663.5,441060919.5,437108669,412345933.5
Q9CYZ2,Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1,6,146249598.4,103807933.1,120776006.5,12143676.5,9527972.5,0,61241394.75,65963784.5,51635449.5
Q9CZ04,COP9 signalosome complex subunit 7a OS=Mus musculus OX=10090 GN=Cops7a PE=1 SV=2,3,44926252,30426356,13205306.5,1575221.125,7995602.875,7049160.5,16495054.5,8485378.75,16959937.25
Q9CZ13,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc1 PE=1 SV=2",15,593010725.3,593119242.7,499414873.5,421539714.4,542484583,540098840,517787835,508239217.8,519547028.5
Q9CZ30,Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1,5,152665797,131345097,107554958,105601137,63830470,89562393,105926714,113623986,92472155
Q9CZ42,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus OX=10090 GN=Naxd PE=1 SV=1,5,89226915.5,63784527.94,51473246.75,46462411.63,58980139.69,50393634,63570124.5,53872983.5,69634332
Q9CZ44,NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1,34,9013188842,7094179544,4642089301,281877892.9,189848965.8,101294593.9,3012686050,3160233412,3208742128
Q9CZB0,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1",3,91878368,76500282,51408055,74693864,79563107,48119105,76688076,73999112,75500256
Q9CZC8,Secernin-1 OS=Mus musculus OX=10090 GN=Scrn1 PE=1 SV=1,8,352733846,287379045.4,220706198.1,245233999.3,250169338,201984222,231678841.1,237049789,252699002
Q9CZD3,Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1,14,543366975,356553244.5,202786239.3,186115570,184917336,178022486,287533640.5,259560600.8,252637081.5
Q9CZN4,Protein shisa-9 OS=Mus musculus OX=10090 GN=Shisa9 PE=1 SV=2,3,48763414,21553848,9044379,0,0,3262893.75,7677057.5,14238113,14895760
Q9CZN7,"Serine hydroxymethyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Shmt2 PE=1 SV=1",10,203137579,219754344,192731790.5,25534846.75,26371584.75,44079563,111640938,112241939,117670090.3
Q9CZN8,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Mus musculus OX=10090 GN=Qrsl1 PE=1 SV=1",1,3919785.25,6728012.5,5599386.5,6497524,0,1862272.125,2213667.25,3695747.5,7494518
